code,division,division_name,level,title,includes,may_include,alternate_terms,see,see_also,notes,discussion,parent_code,related_codes,chunk_text
12 93 13,12,FURNISHINGS,3,Bicycle Racks,,,,,,,,12 93 00,[],12 93 13 — Bicycle Racks
12 93 14,12,FURNISHINGS,3,Bicycle Lockers,,,,,,,,12 93 00,[],12 93 14 — Bicycle Lockers
12 93 23,12,FURNISHINGS,3,Trash and Litter Receptacles THIS PAGE INTENTIONALLY LEFT BLANK,,,,,,,,12 93 00,[],12 93 23 — Trash and Litter Receptacles THIS PAGE INTENTIONALLY LEFT BLANK
13 00 00,13,SPECIAL CONSTRUCTION,1,Special Construction,,,,,,May be used as Division level Section title.,,,[],13 00 00 — Special Construction Note: May be used as Division level Section title.
13 01 00,13,SPECIAL CONSTRUCTION,2,Operation and Maintenance of Special Construction,"maintenance, repair, rehabilitation, replacement, restoration, preservation, etc. of special construction. Level 4 Numbering Recommendation: Level 4 titles for special construction are provided as examples for user's creation of more detailed titles for other subjects as required. Following Level 4 numbering is recommended: .51-.59 for maintenance. .61-.69 for repair. .71-.79 for rehabilitation. .81-.89 for replacement. .91-.99 for restoration.",,,,,,,13 00 00,[],"13 01 00 — Operation and Maintenance of Special Construction Includes: maintenance, repair, rehabilitation, replacement, restoration, preservation, etc. of special construction. Level 4 Numbering Recommendation: Level 4 titles for special construction are provided as examples for user's creation of more detailed titles for other subjects as required. Following Level 4 numbering is recommended: .51-.59 for maintenance. .61-.69 for repair. .71-.79 for rehabilitation. .81-.89 for replacement. .91-.99 for restoration."
13 01 10,13,SPECIAL CONSTRUCTION,3,Operation and Maintenance of Special Facility Components,,,,,,,,13 01 00,[],13 01 10 — Operation and Maintenance of Special Facility Components
13 01 11,13,SPECIAL CONSTRUCTION,3,Operation and Maintenance of Swimming Pools,,,,,,,,13 01 00,[],13 01 11 — Operation and Maintenance of Swimming Pools
13 01 12,13,SPECIAL CONSTRUCTION,3,Operation and Maintenance of Fountains,,,,,,,,13 01 00,[],13 01 12 — Operation and Maintenance of Fountains
13 01 13,13,SPECIAL CONSTRUCTION,3,Operation and Maintenance of Aquariums,,,,,,,,13 01 00,[],13 01 13 — Operation and Maintenance of Aquariums
13 01 14,13,SPECIAL CONSTRUCTION,3,Operation and Maintenance of Amusement Park Structures and Equipment,,,,,,,,13 01 00,[],13 01 14 — Operation and Maintenance of Amusement Park Structures and Equipment
13 01 18,13,SPECIAL CONSTRUCTION,3,Operation and Maintenance of Ice Rinks,,,,,,,,13 01 00,[],13 01 18 — Operation and Maintenance of Ice Rinks
13 01 20,13,SPECIAL CONSTRUCTION,3,Operation and Maintenance of Special Purpose Rooms,,,,,,,,13 01 00,[],13 01 20 — Operation and Maintenance of Special Purpose Rooms
13 01 21,13,SPECIAL CONSTRUCTION,3,Operation and Maintenance of Controlled Environment Rooms,,,,,,,,13 01 00,[],13 01 21 — Operation and Maintenance of Controlled Environment Rooms
13 01 23,13,SPECIAL CONSTRUCTION,3,Operation and Maintenance of Planetariums,,,,,,,,13 01 00,[],13 01 23 — Operation and Maintenance of Planetariums
13 01 30,13,SPECIAL CONSTRUCTION,3,Operation and Maintenance of Special Structures,,,,,,,,13 01 00,[],13 01 30 — Operation and Maintenance of Special Structures
13 01 40,13,SPECIAL CONSTRUCTION,3,Operation and Maintenance of Integrated Construction,,,,,,,,13 01 00,[],13 01 40 — Operation and Maintenance of Integrated Construction
13 01 49,13,SPECIAL CONSTRUCTION,3,Operation and Maintenance of Radiation Protection,,,,,,,,13 01 00,[],13 01 49 — Operation and Maintenance of Radiation Protection
13 01 50,13,SPECIAL CONSTRUCTION,3,Operation and Maintenance of Special Instrumentation,,,,,,,,13 01 00,[],13 01 50 — Operation and Maintenance of Special Instrumentation
13 01 51,13,SPECIAL CONSTRUCTION,3,Operation and Maintenance of Stress Instrumentation,,,,,,,,13 01 00,[],13 01 51 — Operation and Maintenance of Stress Instrumentation
13 01 52,13,SPECIAL CONSTRUCTION,3,Operation and Maintenance of Seismic Instrumentation,,,,,,,,13 01 00,[],13 01 52 — Operation and Maintenance of Seismic Instrumentation
13 01 53,13,SPECIAL CONSTRUCTION,3,Operation and Maintenance of Meteorological Instrumentation,,,,,,,,13 01 00,[],13 01 53 — Operation and Maintenance of Meteorological Instrumentation
13 05 00,13,SPECIAL CONSTRUCTION,2,Common Work Results for Special Construction,subjects common to multiple titles in Division 13.,,,01 80 00 for performance requirements of subjects common to multiple titles.,,,,13 00 00,['01 80 00'],13 05 00 — Common Work Results for Special Construction Includes: subjects common to multiple titles in Division 13.
13 05 05,13,SPECIAL CONSTRUCTION,3,Selective Demolition for Special Construction,,,,02 41 19 for selective demolition for whole structure demolition.,,,,13 05 00,['02 41 19'],13 05 05 — Selective Demolition for Special Construction
13 06 00,13,SPECIAL CONSTRUCTION,2,Schedules for Special Construction,schedules of items common to multiple titles in Division 13.,,,,,"a schedule may be included on drawings, in the project manual, or a project book.",,13 00 00,[],"13 06 00 — Schedules for Special Construction Includes: schedules of items common to multiple titles in Division 13. Note: a schedule may be included on drawings, in the project manual, or a project book."
13 06 10,13,SPECIAL CONSTRUCTION,3,Schedules for Special Facility Components,,,,,,,,13 06 00,[],13 06 10 — Schedules for Special Facility Components
13 06 20,13,SPECIAL CONSTRUCTION,3,Schedules for Special Purpose Rooms,,,,,,,,13 06 00,[],13 06 20 — Schedules for Special Purpose Rooms
13 06 30,13,SPECIAL CONSTRUCTION,3,Schedules for Special Structures,,,,,,,,13 06 00,[],13 06 30 — Schedules for Special Structures
13 06 40,13,SPECIAL CONSTRUCTION,3,Schedules for Integrated Construction,,,,,,,,13 06 00,[],13 06 40 — Schedules for Integrated Construction
13 06 50,13,SPECIAL CONSTRUCTION,3,Schedules for Special Instrumentation,,,,,,,,13 06 00,[],13 06 50 — Schedules for Special Instrumentation
13 08 00,13,SPECIAL CONSTRUCTION,2,Commissioning of Special Construction,commissioning of items common to multiple titles in Division 13.,,,01 91 00 for commissioning of subjects common to multiple Divisions.,,,,13 00 00,['01 91 00'],13 08 00 — Commissioning of Special Construction Includes: commissioning of items common to multiple titles in Division 13.
13 08 10,13,SPECIAL CONSTRUCTION,3,Commissioning of Special Facility Components,,,,,,,,13 08 00,[],13 08 10 — Commissioning of Special Facility Components
13 08 11,13,SPECIAL CONSTRUCTION,3,Commissioning of Swimming Pools,,,,,,,,13 08 00,[],13 08 11 — Commissioning of Swimming Pools
13 08 12,13,SPECIAL CONSTRUCTION,3,Commissioning of Fountains,,,,,,,,13 08 00,[],13 08 12 — Commissioning of Fountains
13 08 13,13,SPECIAL CONSTRUCTION,3,Commissioning of Aquariums,,,,,,,,13 08 00,[],13 08 13 — Commissioning of Aquariums
13 08 14,13,SPECIAL CONSTRUCTION,3,Commissioning of Amusement Park Structures and Equipment,,,,,,,,13 08 00,[],13 08 14 — Commissioning of Amusement Park Structures and Equipment
13 08 18,13,SPECIAL CONSTRUCTION,3,Commissioning of Ice Rinks,,,,,,,,13 08 00,[],13 08 18 — Commissioning of Ice Rinks
13 08 20,13,SPECIAL CONSTRUCTION,3,Commissioning of Special Purpose Rooms,,,,,,,,13 08 00,[],13 08 20 — Commissioning of Special Purpose Rooms
13 08 21,13,SPECIAL CONSTRUCTION,3,Commissioning of Controlled Environment Rooms,,,,,,,,13 08 00,[],13 08 21 — Commissioning of Controlled Environment Rooms
13 08 23,13,SPECIAL CONSTRUCTION,3,Commissioning of Planetariums,,,,,,,,13 08 00,[],13 08 23 — Commissioning of Planetariums
13 08 30,13,SPECIAL CONSTRUCTION,3,Commissioning of Special Structures,,,,,,,,13 08 00,[],13 08 30 — Commissioning of Special Structures
13 08 40,13,SPECIAL CONSTRUCTION,3,Commissioning of Integrated Construction,,,,,,,,13 08 00,[],13 08 40 — Commissioning of Integrated Construction
13 08 50,13,SPECIAL CONSTRUCTION,3,Commissioning of Special Instrumentation,,,,,,,,13 08 00,[],13 08 50 — Commissioning of Special Instrumentation
13 10 00,13,SPECIAL CONSTRUCTION,2,Special Facility Components,,,,,,,,13 00 00,[],13 10 00 — Special Facility Components
13 11 00,13,SPECIAL CONSTRUCTION,2,Swimming Pools,"fabricated, or pre-engineered components, field assembled for athletic or recreational purposes. Diving boards, lifeguard chairs, floats, swimming pool ladders, underwater speakers.",,,13 14 13 for water slides. 13 14 16 for water generating equipment. 13 17 00 for lap swimming pools. 13 17 00 for tubs and pools. 22 11 00 for facility water distribution. 22 13 00 for facility sanitary sewerage. 22 51 00 for swimming pool plumbing systems. 26 55 29 for underwater lighting.,,,,13 00 00,"['13 14 13', '13 14 16', '13 17 00', '22 11 00', '22 13 00', '22 51 00', '26 55 29']","13 11 00 — Swimming Pools Includes: fabricated, or pre-engineered components, field assembled for athletic or recreational purposes. Diving boards, lifeguard chairs, floats, swimming pool ladders, underwater speakers."
13 11 13,13,SPECIAL CONSTRUCTION,3,Below-Grade Swimming Pools,,,,,,,,13 11 00,[],13 11 13 — Below-Grade Swimming Pools
13 11 23,13,SPECIAL CONSTRUCTION,3,On-Grade Swimming Pools,,,,,,,,13 11 00,[],13 11 23 — On-Grade Swimming Pools
13 11 33,13,SPECIAL CONSTRUCTION,3,Elevated Swimming Pools,,,,,,,,13 11 00,[],13 11 33 — Elevated Swimming Pools
13 11 43,13,SPECIAL CONSTRUCTION,3,Recirculating Gutter Systems,,,,,,,,13 11 00,[],13 11 43 — Recirculating Gutter Systems
13 11 46,13,SPECIAL CONSTRUCTION,3,Swimming Pool Accessories,,,,,,,,13 11 00,[],13 11 46 — Swimming Pool Accessories
13 11 49,13,SPECIAL CONSTRUCTION,3,Swimming Pool Cleaning Equipment,,,,,,,,13 11 00,[],13 11 49 — Swimming Pool Cleaning Equipment
13 11 53,13,SPECIAL CONSTRUCTION,3,Movable Pool Bulkheads,,,,,,,,13 11 00,[],13 11 53 — Movable Pool Bulkheads
13 11 56,13,SPECIAL CONSTRUCTION,3,Movable Pool Floors,,,,,,,,13 11 00,[],13 11 56 — Movable Pool Floors
13 12 00,13,SPECIAL CONSTRUCTION,2,Fountains,decorative or functional manufactured fountains.,,,22 11 00 for facility water distribution. 22 13 00 for facility sanitary sewerage. 22 52 00 for fountain plumbing systems. 26 55 29 for underwater lighting.,,,,13 00 00,"['22 11 00', '22 13 00', '22 52 00', '26 55 29']",13 12 00 — Fountains Includes: decorative or functional manufactured fountains.
13 12 13,13,SPECIAL CONSTRUCTION,3,Exterior Fountains,,,,,,,,13 12 00,[],13 12 13 — Exterior Fountains
13 12 23,13,SPECIAL CONSTRUCTION,3,Interior Fountains,,,,,,,,13 12 00,[],13 12 23 — Interior Fountains
13 13 00,13,SPECIAL CONSTRUCTION,2,Aquariums,"tubs, bowls, and other containers for containing and displaying of aquatic animals and plants.",,,22 11 00 for facility water distribution. 22 13 00 for facility sanitary sewerage. 26 55 29 for underwater lighting.,,,,13 00 00,"['22 11 00', '22 13 00', '26 55 29']","13 13 00 — Aquariums Includes: tubs, bowls, and other containers for containing and displaying of aquatic animals and plants."
13 14 00,13,SPECIAL CONSTRUCTION,2,Amusement Park Structures and Equipment,"fabricated or pre-engineered components, field-assembled for sport or recreational purposes.",,,13 34 00 for fabricated engineered structures. 22 11 00 for facility water distribution. 22 13 00 for facility sanitary sewerage. 26 55 29 for underwater lighting.,,,,13 00 00,"['13 34 00', '22 11 00', '22 13 00', '26 55 29']","13 14 00 — Amusement Park Structures and Equipment Includes: fabricated or pre-engineered components, field-assembled for sport or recreational purposes."
13 14 13,13,SPECIAL CONSTRUCTION,3,Water Slides,,,,,,,,13 14 00,[],13 14 13 — Water Slides
13 14 16,13,SPECIAL CONSTRUCTION,3,Wave Generating Equipment,,,,,,,,13 14 00,[],13 14 16 — Wave Generating Equipment
13 14 23,13,SPECIAL CONSTRUCTION,3,Amusement Park Rides,,,,,,,,13 14 00,[],13 14 23 — Amusement Park Rides
13 15 00,13,SPECIAL CONSTRUCTION,2,Specialty Element Construction,specialty fabrications and scenery for themed environments.,,,,,,,13 00 00,[],13 15 00 — Specialty Element Construction Includes: specialty fabrications and scenery for themed environments.
13 17 00,13,SPECIAL CONSTRUCTION,2,Tubs and Pools,"fabricated, or pre-engineered components, field assembled for therapeutic or recreational purposes. Lap swimming pools.",,,11 79 00 for therapy equipment. 13 11 00 for swimming pools. 13 24 16 for saunas. 13 24 26 for steam baths. 22 11 00 for facility water distribution. 22 13 00 for facility sanitary sewerage. 26 55 29 for underwater lighting.,22 41 00 for residential plumbing fixtures. 22 43 00 for healthcare plumbing fixtures.,,,13 00 00,"['11 79 00', '13 11 00', '13 24 16', '13 24 26', '22 11 00', '22 13 00', '22 41 00', '22 43 00', '26 55 29']","13 17 00 — Tubs and Pools Includes: fabricated, or pre-engineered components, field assembled for therapeutic or recreational purposes. Lap swimming pools."
13 17 13,13,SPECIAL CONSTRUCTION,3,Hot Tubs,,,,,,,,13 17 00,[],13 17 13 — Hot Tubs
13 17 23,13,SPECIAL CONSTRUCTION,3,Therapeutic Pools,,,,,,,,13 17 00,[],13 17 23 — Therapeutic Pools
13 17 33,13,SPECIAL CONSTRUCTION,3,Whirlpool Tubs,,,,,,,,13 17 00,[],13 17 33 — Whirlpool Tubs
13 18 00,13,SPECIAL CONSTRUCTION,2,Ice Rinks,"equipment, piping, floor systems, and surrounding enclosures.",freezing equipment.,,13 28 16 for safety netting.,23 60 00 for freezing equipment.,,,13 00 00,"['13 28 16', '23 60 00']","13 18 00 — Ice Rinks Includes: equipment, piping, floor systems, and surrounding enclosures. May include: freezing equipment."
13 18 13,13,SPECIAL CONSTRUCTION,3,Ice Rink Floor Systems,,,,,,,,13 18 00,[],13 18 13 — Ice Rink Floor Systems
13 18 16,13,SPECIAL CONSTRUCTION,3,Ice Rink Dasher Boards,,,,,,,,13 18 00,[],13 18 16 — Ice Rink Dasher Boards
13 19 00,13,SPECIAL CONSTRUCTION,2,Kennels and Animal Shelters,facilities for housing and providing healthcare for animals.,,,10 22 13 for wire mesh partitions. 11 70 00 for animal healthcare equipment. 11 92 00 for agricultural equipment. 32 31 00 for fences and gates.,,,,13 00 00,"['10 22 13', '11 70 00', '11 92 00', '32 31 00']",13 19 00 — Kennels and Animal Shelters Includes: facilities for housing and providing healthcare for animals.
13 19 13,13,SPECIAL CONSTRUCTION,3,Kennel Enclosures and Gates,,,,,,,,13 19 00,[],13 19 13 — Kennel Enclosures and Gates
13 19 16,13,SPECIAL CONSTRUCTION,3,Kennel Feeding Devices,,,,,,,,13 19 00,[],13 19 16 — Kennel Feeding Devices
13 19 19,13,SPECIAL CONSTRUCTION,3,Animal Washing Tubs,,,,,,,,13 19 00,[],13 19 19 — Animal Washing Tubs
13 20 00,13,SPECIAL CONSTRUCTION,2,Special Purpose Rooms,"fabricated and pre-engineered rooms designed and constructed to meet specific performance requirements of environmental control, dimensional tolerances, sound, fire protection, and other special conditions. Racquetball and squash court rooms.",,,,,,,13 00 00,[],"13 20 00 — Special Purpose Rooms Includes: fabricated and pre-engineered rooms designed and constructed to meet specific performance requirements of environmental control, dimensional tolerances, sound, fire protection, and other special conditions. Racquetball and squash court rooms."
13 21 00,13,SPECIAL CONSTRUCTION,2,Controlled Environment Rooms,,,,"08 34 73 for sound control door assemblies. 11 41 23 for food service walk-in coolers. 11 41 26 for food service walk-in freezers. 11 53 00 for laboratory equipment. 11 70 00 for healthcare equipment. 13 24 00 for special activity rooms. 13 26 00 for fabricated rooms. 13 30 00 for special structures. 13 48 00 for sound, vibration, and seismic control. 44 20 00 for noise pollution control.",,,,13 00 00,"['08 34 73', '11 41 23', '11 41 26', '11 53 00', '11 70 00', '13 24 00', '13 26 00', '13 30 00', '13 48 00', '44 20 00']",13 21 00 — Controlled Environment Rooms
13 21 13,13,SPECIAL CONSTRUCTION,3,Clean Rooms,,,,,,,,13 21 00,[],13 21 13 — Clean Rooms
13 21 16,13,SPECIAL CONSTRUCTION,3,Hyperbaric Rooms,,,,,,,,13 21 00,[],13 21 16 — Hyperbaric Rooms
13 21 23,13,SPECIAL CONSTRUCTION,3,Insulated Rooms,,,,,,,,13 21 00,[],13 21 23 — Insulated Rooms
13 21 26,13,SPECIAL CONSTRUCTION,3,Cold Storage Rooms,,,,,,,,13 21 00,[],13 21 26 — Cold Storage Rooms
13 21 26.13,13,SPECIAL CONSTRUCTION,4,Walk-in Coolers,,,,,,,,13 21 26,[],13 21 26.13 — Walk-in Coolers
13 21 26.16,13,SPECIAL CONSTRUCTION,4,Walk-in Freezers,,,,,,,,13 21 26,[],13 21 26.16 — Walk-in Freezers
13 21 29,13,SPECIAL CONSTRUCTION,3,Constant Temperature Rooms,,,,,,,,13 21 00,[],13 21 29 — Constant Temperature Rooms
13 21 48,13,SPECIAL CONSTRUCTION,3,Sound-Conditioned Rooms,,,,,,,,13 21 00,[],13 21 48 — Sound-Conditioned Rooms
13 22 00,13,SPECIAL CONSTRUCTION,2,Office Shelters and Booths,,,,11 28 00 for office equipment. 12 51 00 for office furniture.,,,,13 00 00,"['11 28 00', '12 51 00']",13 22 00 — Office Shelters and Booths
13 23 00,13,SPECIAL CONSTRUCTION,2,Planetariums,,,,11 55 00 for planetarium equipment. 13 34 56 for observatories.,,,,13 00 00,"['11 55 00', '13 34 56']",13 23 00 — Planetariums
13 24 00,13,SPECIAL CONSTRUCTION,2,Special Activity Rooms,,,,11 66 00 for athletic equipment. 13 17 13 for hot tubs. 13 21 00 for controlled environment rooms. 13 26 00 for fabricated rooms. 13 28 33 for athletic and recreational court walls. 13 28 66 for demountable athletic surfaces.,,,,13 00 00,"['11 66 00', '13 17 13', '13 21 00', '13 26 00', '13 28 33', '13 28 66']",13 24 00 — Special Activity Rooms
13 24 16,13,SPECIAL CONSTRUCTION,3,Saunas,,,,,,,,13 24 00,[],13 24 16 — Saunas
13 24 26,13,SPECIAL CONSTRUCTION,3,Steam Baths,,,,,,,,13 24 00,[],13 24 26 — Steam Baths
13 24 66,13,SPECIAL CONSTRUCTION,3,Athletic Rooms,,,,,,,,13 24 00,[],13 24 66 — Athletic Rooms
13 26 00,13,SPECIAL CONSTRUCTION,2,Fabricated Rooms,,,,13 21 00 for controlled environment rooms. 13 23 00 for special activity rooms.,,,,13 00 00,"['13 21 00', '13 23 00']",13 26 00 — Fabricated Rooms
13 26 13,13,SPECIAL CONSTRUCTION,3,Storm Shelter Rooms,,,tornado shelter rooms,,,,,13 26 00,[],13 26 13 — Storm Shelter Rooms Also known as: tornado shelter rooms
13 27 00,13,SPECIAL CONSTRUCTION,2,Vaults,,,,08 34 59 for vault doors and day gates.,,,,13 00 00,['08 34 59'],13 27 00 — Vaults
13 27 16,13,SPECIAL CONSTRUCTION,3,Modular Fire Vaults,,,,,,,,13 27 00,[],13 27 16 — Modular Fire Vaults
13 27 53,13,SPECIAL CONSTRUCTION,3,Security Vaults,,,,,,,,13 27 00,[],13 27 53 — Security Vaults
13 27 53.13,13,SPECIAL CONSTRUCTION,4,Modular Concrete Security Vaults,,,,,,,,13 27 53,[],13 27 53.13 — Modular Concrete Security Vaults
13 27 53.16,13,SPECIAL CONSTRUCTION,4,Modular Metal-Clad Laminated Security Vaults,,,,,,,,13 27 53,[],13 27 53.16 — Modular Metal-Clad Laminated Security Vaults
13 28 00,13,SPECIAL CONSTRUCTION,2,Athletic and Recreational Special Construction,special construction for athletic and recreational activities that are directly related to the adjacent construction.,,,09 64 66 for wood athletic flooring. 09 65 66 for resilient athletic flooring. 09 67 66 for fluid-applied athletic flooring. 13 14 00 for amusement park structures and equipment. 13 24 66 for athletic rooms.,,,,13 00 00,"['09 64 66', '09 65 66', '09 67 66', '13 14 00', '13 24 66']",13 28 00 — Athletic and Recreational Special Construction Includes: special construction for athletic and recreational activities that are directly related to the adjacent construction.
13 28 13,13,SPECIAL CONSTRUCTION,3,Indoor Soccer Boards,,,,,,,,13 28 00,[],13 28 13 — Indoor Soccer Boards
13 28 16,13,SPECIAL CONSTRUCTION,3,Safety Netting,,,,,,,,13 28 00,[],13 28 16 — Safety Netting
13 28 19,13,SPECIAL CONSTRUCTION,3,Arena Football Boards,,,,,,,,13 28 00,[],13 28 19 — Arena Football Boards
13 28 26,13,SPECIAL CONSTRUCTION,3,Floor Sockets,,,,,,,,13 28 00,[],13 28 26 — Floor Sockets
13 28 33,13,SPECIAL CONSTRUCTION,3,Athletic and Recreational Court Walls,,,,,,,,13 28 00,[],13 28 33 — Athletic and Recreational Court Walls
13 28 66,13,SPECIAL CONSTRUCTION,3,Demountable Athletic Surfaces,,,,,,,,13 28 00,[],13 28 66 — Demountable Athletic Surfaces
13 30 00,13,SPECIAL CONSTRUCTION,2,Special Structures,structures of special shapes and support systems not included in other Divisions.,,,03 31 00 for structural concrete. 03 41 00 for precast structural concrete. 05 10 00 for structural metal framing. 06 11 00 for wood framing. 06 50 00 for structural plastics. 06 70 00 for structural composites.,,,,13 00 00,"['03 31 00', '03 41 00', '05 10 00', '06 11 00', '06 50 00', '06 70 00']",13 30 00 — Special Structures Includes: structures of special shapes and support systems not included in other Divisions.
13 31 00,13,SPECIAL CONSTRUCTION,2,Fabric Structures,"structures of flexible membrane material supported by air pressure, tensioned cables, or other framing system for temporary or permanent uses.",,,05 16 00 for structural cabling. 08 88 23 for cable suspended glazing.,,,,13 00 00,"['05 16 00', '08 88 23']","13 31 00 — Fabric Structures Includes: structures of flexible membrane material supported by air pressure, tensioned cables, or other framing system for temporary or permanent uses."
13 31 13,13,SPECIAL CONSTRUCTION,3,Air-Supported Fabric Structures,,,,,,,,13 31 00,[],13 31 13 — Air-Supported Fabric Structures
13 31 13.13,13,SPECIAL CONSTRUCTION,4,Single-Walled Air-Supported Structures,,,,,,,,13 31 13,[],13 31 13.13 — Single-Walled Air-Supported Structures
13 31 13.16,13,SPECIAL CONSTRUCTION,4,Multiple-Walled Air-Supported Structures,,,,,,,,13 31 13,[],13 31 13.16 — Multiple-Walled Air-Supported Structures
13 31 23,13,SPECIAL CONSTRUCTION,3,Tensioned Fabric Structures,,,,,,,,13 31 00,[],13 31 23 — Tensioned Fabric Structures
13 31 33,13,SPECIAL CONSTRUCTION,3,Framed Fabric Structures,,,,,,,,13 31 00,[],13 31 33 — Framed Fabric Structures
13 32 00,13,SPECIAL CONSTRUCTION,2,Space Frames,three-dimensional structural frame of any material capable of transmitting loads in three dimensions.,,,,,,,13 00 00,[],13 32 00 — Space Frames Includes: three-dimensional structural frame of any material capable of transmitting loads in three dimensions.
13 32 13,13,SPECIAL CONSTRUCTION,3,Metal Space Frames,,,,,,,,13 32 00,[],13 32 13 — Metal Space Frames
13 32 23,13,SPECIAL CONSTRUCTION,3,Wood Space Frames,,,,,,,,13 32 00,[],13 32 23 — Wood Space Frames
13 33 00,13,SPECIAL CONSTRUCTION,2,Geodesic Structures,dome-shaped structure constructed of straight members of any material that form a triangular gridwork.,,,13 34 23 for fabricated dome structures.,,,,13 00 00,['13 34 23'],13 33 00 — Geodesic Structures Includes: dome-shaped structure constructed of straight members of any material that form a triangular gridwork.
13 33 13,13,SPECIAL CONSTRUCTION,3,Geodesic Domes,,,,,,,,13 33 00,[],13 33 13 — Geodesic Domes
13 34 00,13,SPECIAL CONSTRUCTION,2,Fabricated Engineered Structures,"fabricated, pre-engineered structures assembled on temporary or permanent foundations.",,,08 44 33 for sloped glazing assemblies. 10 73 23 for car shelters. 10 73 26 for walkway coverings. 10 73 43 for transportation stop shelters. 11 12 00 for parking control equipment. 11 56 00 for observatory equipment. 11 93 00 for horticultural equipment. 12 63 00 for stadium and arena seating. 12 66 00 for telescoping stands. 13 11 00 for swimming pools. 13 14 00 for amusement park structures and equipment. 13 23 00 for planetariums. 13 26 00 for fabricated rooms. 13 33 13 for geodesic domes. 33 72 00 for utility substations.,,,,13 00 00,"['08 44 33', '10 73 23', '10 73 26', '10 73 43', '11 12 00', '11 56 00', '11 93 00', '12 63 00', '12 66 00', '13 11 00', '13 14 00', '13 23 00', '13 26 00', '13 33 13', '33 72 00']","13 34 00 — Fabricated Engineered Structures Includes: fabricated, pre-engineered structures assembled on temporary or permanent foundations."
13 34 13,13,SPECIAL CONSTRUCTION,3,Glazed Structures,,,,,,,,13 34 00,[],13 34 13 — Glazed Structures
13 34 13.13,13,SPECIAL CONSTRUCTION,4,Greenhouses,,,,,,,,13 34 13,[],13 34 13.13 — Greenhouses
13 34 13.16,13,SPECIAL CONSTRUCTION,4,Solariums,,,,,,,,13 34 13,[],13 34 13.16 — Solariums
13 34 13.19,13,SPECIAL CONSTRUCTION,4,Swimming Pool Enclosures,,,,,,,,13 34 13,[],13 34 13.19 — Swimming Pool Enclosures
13 34 13.23,13,SPECIAL CONSTRUCTION,4,Sunrooms,,,,,,,,13 34 13,[],13 34 13.23 — Sunrooms
13 34 13.26,13,SPECIAL CONSTRUCTION,4,Conservatories,,,,,,,,13 34 13,[],13 34 13.26 — Conservatories
13 34 16,13,SPECIAL CONSTRUCTION,3,Grandstands and Bleachers,,,,,,,,13 34 00,[],13 34 16 — Grandstands and Bleachers
13 34 16.13,13,SPECIAL CONSTRUCTION,4,Grandstands,,,,,,,,13 34 16,[],13 34 16.13 — Grandstands
13 34 16.53,13,SPECIAL CONSTRUCTION,4,Bleachers,,,,,,,,13 34 16,[],13 34 16.53 — Bleachers
13 34 18,13,SPECIAL CONSTRUCTION,3,Post Frame Building Systems,,,pole barn.,,,,,13 34 00,[],13 34 18 — Post Frame Building Systems Also known as: pole barn.
13 34 19,13,SPECIAL CONSTRUCTION,3,Metal Building Systems,,,,,,,,13 34 00,[],13 34 19 — Metal Building Systems
13 34 23,13,SPECIAL CONSTRUCTION,3,Fabricated Structures,,,,,,,,13 34 00,[],13 34 23 — Fabricated Structures
13 34 23.13,13,SPECIAL CONSTRUCTION,4,Portable and Mobile Buildings,,,,,,,,13 34 23,[],13 34 23.13 — Portable and Mobile Buildings
13 34 23.14,13,SPECIAL CONSTRUCTION,4,Fabricated Classroom Buildings,,,,,,,,13 34 23,[],13 34 23.14 — Fabricated Classroom Buildings
13 34 23.16,13,SPECIAL CONSTRUCTION,4,Fabricated Control Booths,,,,,,,,13 34 23,[],13 34 23.16 — Fabricated Control Booths
13 34 23.19,13,SPECIAL CONSTRUCTION,4,Fabricated Dome Structures,,,,,,,,13 34 23,[],13 34 23.19 — Fabricated Dome Structures
13 34 23.23,13,SPECIAL CONSTRUCTION,4,Fabricated Substation Control Rooms,,,,,,,,13 34 23,[],13 34 23.23 — Fabricated Substation Control Rooms
13 34 23.26,13,SPECIAL CONSTRUCTION,4,Fabricated Cold Storage Buildings,,,,,,,,13 34 23,[],13 34 23.26 — Fabricated Cold Storage Buildings
13 34 56,13,SPECIAL CONSTRUCTION,3,Observatories,,,,,,,,13 34 00,[],13 34 56 — Observatories
13 35 00,13,SPECIAL CONSTRUCTION,2,Rammed Earth Construction,,,,,,,,13 00 00,[],13 35 00 — Rammed Earth Construction
13 35 13,13,SPECIAL CONSTRUCTION,3,Rammed Earth Walls,,,,,,,,13 35 00,[],13 35 13 — Rammed Earth Walls
13 35 13.13,13,SPECIAL CONSTRUCTION,4,Traditional Rammed Earth Walls,,,,,,,,13 35 13,[],13 35 13.13 — Traditional Rammed Earth Walls
13 35 13.23,13,SPECIAL CONSTRUCTION,4,Stabilized Insulated Rammed Earth Walls,,,,,,,,13 35 13,[],13 35 13.23 — Stabilized Insulated Rammed Earth Walls
13 36 00,13,SPECIAL CONSTRUCTION,2,Towers,fabricated and pre-engineered structures of a vertical nature for a variety of purposes.,,,33 71 13 for electrical transmission towers. 33 81 13 for communication transmission towers. 33 81 16 for antenna towers. 34 73 23 for manufactured airfield control towers.,,,,13 00 00,"['33 71 13', '33 81 13', '33 81 16', '34 73 23']",13 36 00 — Towers Includes: fabricated and pre-engineered structures of a vertical nature for a variety of purposes.
